TimeGenerated,Id,CorrelationId,UserPrincipalName,UserDisplayName,UserId,AppDisplayName,ClientAppUsed,IPAddress,Location,Country,City,State,AutonomousSystemNumber,NetworkISP,DeviceOS,DeviceBrowser,UserAgent,ResultType,ResultDescription,ConditionalAccessStatus,AuthenticationRequirement,MfaAuthMethod,RiskLevelDuringSignIn,RiskState,RiskEventTypes
2026-07-26T12:44:35.468Z,d81a44c1-37c2-d832-09d2-7fb940f1b071,91589e65-dc12-82b3-d771-7b16fc306a40,ella.okafor@cloudora.io,Ella Okafor,c09d3717-e67a-c82a-daa7-73790cb336a8,Microsoft Teams,Browser,86.15.108.199,GB,United Kingdom,London,England,5089,Virgin Media,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-26T13:03:47.310Z,e322d548-1a68-a5b5-5891-e19e9858df95,a898630b-f926-12fb-824d-a7d7d291476c,harry.sharma@cloudora.io,Harry Sharma,9b51a066-cb07-2722-46b6-352bcfc4adb1,SharePoint Online,Mobile Apps and Desktop clients,87.44.201.72,IE,Ireland,Dublin,Leinster,5466,Eir,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T13:55:10.364Z,0836917e-ae76-f807-b8f6-27b7259c3312,554bc1ac-0b94-0755-ff7b-eae3a6bbe5c3,owen.osborne@cloudora.io,Owen Osborne,6c9fcabd-421b-b60d-536a-4ba6ef4a0e22,Salesforce,Mobile Apps and Desktop clients,109.157.44.107,GB,United Kingdom,Edinburgh,Scotland,2856,British Telecommunications,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T14:40:58.212Z,88a50b41-c247-135a-e288-3a15ecabad51,3b6ce292-f95e-fbdd-b65e-f0c4ec723165,marcus.webb@cloudora.io,Marcus Webb,eac48058-d162-4e20-4f0d-89581aed2d8a,SharePoint Online,Browser,81.134.22.62,GB,United Kingdom,London,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-26T14:57:46.690Z,4090abf7-287f-6abb-f5b2-f5e415e9438e,180d8897-15f1-19c4-d37c-bc8d9e72a4bc,poppy.trent@cloudora.io,Poppy Trent,0c78a34a-505e-d215-03a9-456eb7f67bd0,Office 365 Exchange Online,Browser,81.134.22.132,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-26T15:12:20.364Z,e214d545-9767-01a8-5232-ea46ff0f0498,0050887d-bdb9-7c4e-af6c-0cfadbae159d,will.ncube@cloudora.io,Will Ncube,40e9f72e-2d3c-f235-3b14-eac81c53a11e,Microsoft Teams,Browser,81.134.22.209,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T15:43:48.776Z,25a6a23c-07dc-60ac-3c6f-050e124c48dd,19a35031-d58a-2ec8-e56c-924daa6a670c,mia.kaur@cloudora.io,Mia Kaur,1c1cc17a-f9c9-3e0e-2487-49f0a1ded28e,Office 365 Exchange Online,Browser,81.134.22.61,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-26T17:08:33.861Z,0f0f85af-dec4-aae0-66c2-01611a203c70,7cce4e98-91f8-6a08-1409-f4a470f750b8,jonas.riley@cloudora.io,Jonas Riley,302da5b9-8c58-3700-2a06-7d26fb378c36,Microsoft Teams,Browser,81.134.22.204,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-26T17:36:09.899Z,4946ba21-e217-7979-c52c-32ecce115948,b3c5b0f6-20b2-b30a-3723-9544c43e9c07,tara.hughes@cloudora.io,Tara Hughes,79004387-8fbc-937b-996e-ea1eaef57009,Microsoft Teams,Browser,81.134.22.235,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T18:06:46.558Z,31107214-c5df-f8aa-f786-742fe2a6a708,a94f0bc8-5ada-2782-9969-84f3db61ecc0,poppy.stone@cloudora.io,Poppy Stone,aa6283c1-f865-547d-e29a-3c00392a09aa,Microsoft Teams,Browser,86.15.108.229,GB,United Kingdom,London,England,5089,Virgin Media,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T19:11:49.633Z,29c4989a-c5c3-bf11-a028-b775da7a10a1,c0024ca4-ee40-193e-80d4-e1f44e330c1f,arthur.fraser@cloudora.io,Arthur Fraser,af0d16f7-11b6-d3e7-9d08-61c18d236858,Microsoft Teams,Browser,51.148.63.214,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-26T20:32:21.555Z,74e5bb2b-4a9a-1c2f-3058-2bbcee30a3a8,cffa2f2e-75ac-8286-2b14-56d4c136a08c,daniel.reeve@cloudora.io,Daniel Reeve,06375a4e-8d15-6b03-39af-3521ca9ba37a,Microsoft Teams,Mobile Apps and Desktop clients,86.15.108.77,GB,United Kingdom,London,England,5089,Virgin Media,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-26T21:09:22.849Z,7a89f663-4177-3e0c-aeea-8c5e8048a092,980ebfe5-3a4f-32fa-6c13-532567200d3b,dara.iqbal@cloudora.io,Dara Iqbal,3c10d282-f52c-6587-a100-7ff7388b2078,Microsoft Teams,Browser,81.134.22.119,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-26T22:30:01.361Z,a0b41111-094e-5b72-d97f-ca08f7bd030b,21ed8ebf-7d9c-989d-c66a-0b77ba1d229f,olivia.whitfield@cloudora.io,Olivia Whitfield,e09404be-c8d2-3309-270a-2024a9f2947e,SharePoint Online,Browser,81.134.22.175,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T03:24:37.477Z,9d534e10-2730-81b3-d835-dacbae2ca278,2c77a1a8-2800-e89a-ade5-b2a18be1cea9,nathan.obi@cloudora.io,Nathan Obi,f8c7c7b1-ab1a-afa8-a234-286d3e03d4c9,Azure Portal,Browser,51.148.63.91,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-27T06:00:55.923Z,aca45f02-bf8d-02cc-44b9-58eeea12e5aa,793ab9f5-d610-3e4c-766c-6545196bdc3d,leo.hartley@cloudora.io,Leo Hartley,f0eb224a-5006-d807-80b1-9506a163d320,OfficeHome,Browser,81.134.22.33,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-27T06:43:17.971Z,28be65bd-4522-e4ed-9b78-8ff530fb2056,59527091-8908-2440-ff31-bd048e40b943,arthur.mensah@cloudora.io,Arthur Mensah,f152fcd7-9567-4845-e8d0-08f543bae4c4,Microsoft Teams,Browser,86.15.108.239,GB,United Kingdom,London,England,5089,Virgin Media,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T06:48:08.659Z,8ebde505-ce65-5bb5-54a5-0d1ef0341dc9,f3b9dec6-cbaa-6283-2924-0289d9b76ae8,eoin.lowe@cloudora.io,Eoin Lowe,9b63214d-aa41-6bc6-e373-45c722bb82e4,Microsoft Teams,Browser,81.134.22.220,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T07:03:44.643Z,939e2c27-e61c-3f2b-5943-89948daa2055,b752a904-3eec-55b8-c3ae-194cf3b41cd9,mia.kaur@cloudora.io,Mia Kaur,1c1cc17a-f9c9-3e0e-2487-49f0a1ded28e,Microsoft 365 Admin Portal,Browser,81.134.22.61,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T07:05:06.703Z,4bf75678-9d23-8de8-9c15-f61b35f82cab,fdf52aa0-b515-a6c9-bff7-044e179555c1,bethan.reid@cloudora.io,Bethan Reid,09e13e50-992e-1e6e-e263-fa798cfe27d8,OfficeHome,Browser,81.134.22.66,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,50074,Strong Authentication is required.,success,multiFactorAuthentication,,none,none,
2026-07-27T07:06:49.850Z,6b3693ca-7b53-0cf1-931c-cf9e572c688f,f3bada03-99bd-69a6-dcc8-f4d4982973a0,tara.hughes@cloudora.io,Tara Hughes,79004387-8fbc-937b-996e-ea1eaef57009,Office 365 Exchange Online,Browser,81.134.22.235,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T07:12:49.564Z,ceae74d0-6bbf-d815-850d-30c21fc8e475,381617ea-9c75-e9fa-ab33-8cfd5f6d8104,lucy.pryce@cloudora.io,Lucy Pryce,1d238cd4-d4ce-ebcb-630a-83c89aab40f7,Microsoft Teams,Browser,31.94.12.175,GB,United Kingdom,Leeds,England,20712,Three UK,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T07:14:27.838Z,56020cab-df8c-4ab5-9501-59164caee2c4,fa5fe0ae-ca73-8ab8-48fd-e936926457bf,mia.kaur@cloudora.io,Mia Kaur,1c1cc17a-f9c9-3e0e-2487-49f0a1ded28e,Office 365 Exchange Online,Browser,81.134.22.61,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-27T07:15:04.782Z,82ed3c31-e57e-3274-37dd-0bce2753bb57,c29faa01-391b-7cf7-a581-6a8fbb682665,jasmine.wren@cloudora.io,Jasmine Wren,4dfad8fb-cca8-9b2f-b33a-3d1714a51ea6,Microsoft Teams,Mobile Apps and Desktop clients,86.15.108.204,GB,United Kingdom,London,England,5089,Virgin Media,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,50126,Error validating credentials due to invalid username or password.,notApplied,singleFactorAuthentication,,none,none,
2026-07-27T07:24:26.160Z,0250f058-f987-2b6b-1042-6c9169d01ad4,5fadc9f3-35fc-2976-88af-2ca77bff5fcb,jonas.doyle@cloudora.io,Jonas Doyle,68f5224f-5004-eed0-8e1a-e4ae3f197b7e,Microsoft Teams,Browser,92.40.176.216,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T07:42:58.667Z,b4c1f63f-3472-46b7-3a69-cd4fa2cae4fc,86600f68-e1fc-df39-80b0-17351dfa27a9,rachel.elliot@cloudora.io,Rachel Elliot,945e2247-1f2d-a810-5f8e-5ea5a3a87557,Microsoft Teams,Browser,92.40.176.53,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-27T08:04:41.605Z,048110c2-18b1-56a6-5f2d-a1880a050f9e,c6537a0e-9928-dcfe-398f-f5e7ed135433,dara.yates@cloudora.io,Dara Yates,2cd31a0c-19fd-477b-2859-7adf37bf8307,Cloudora HR Portal,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-27T08:04:56.213Z,9572e4ed-df4e-5684-7eea-9d58cb0383ce,9fbbae2d-17a9-42b2-cca4-3febf85b9d5e,ivan.reid@cloudora.io,Ivan Reid,3a604680-7191-beb7-5229-f64dcd4d6195,Office 365 Exchange Online,Browser,92.40.176.145,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:06:33.019Z,f345322f-d513-e935-e0da-8c0a58b8d622,f72aae82-adf2-9459-d4af-969cc0cb248e,priya.nair@cloudora.io,Priya Nair,cb3287fc-4de3-fed4-35f9-46f332a842e4,Microsoft 365 Admin Portal,Browser,92.40.176.7,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:08:18.136Z,8cf3360d-9768-3c39-dcf0-375ffe60e548,12ceff33-0bdc-e5cd-41ec-40e78b0fb50f,hannah.dunn@cloudora.io,Hannah Dunn,5f69b3a2-7ba1-4650-cd3d-c2accb3c66bf,Azure Portal,Browser,86.15.108.161,GB,United Kingdom,London,England,5089,Virgin Media,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:08:32.917Z,616c6f83-1117-3476-666e-a5d10fe6af94,c40b45fc-5947-aa06-9c98-b5f987658bba,chloe.nolan@cloudora.io,Chloe Nolan,f4da806d-f9b9-c2d0-9518-b855ef723ee9,Salesforce,Browser,31.94.12.84,GB,United Kingdom,Leeds,England,20712,Three UK,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:09:16.727Z,62c5d389-6efa-4a85-f433-c2e7f51c6a79,f90f1faf-578f-56e8-a815-394f2e03506d,dara.yates@cloudora.io,Dara Yates,2cd31a0c-19fd-477b-2859-7adf37bf8307,SharePoint Online,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:12:03.763Z,daab64e6-ddf2-ee7d-c7f1-141f9780f0cb,68a1bc6e-1f7c-74b3-0a10-9b01f539f463,kwame.ncube@cloudora.io,Kwame Ncube,7a75bb31-c7b8-a738-67f5-eaff271e8476,Office 365 Exchange Online,Browser,86.15.108.98,GB,United Kingdom,London,England,5089,Virgin Media,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:15:31.972Z,b3fb8c37-58a0-9d35-58c0-8027a5b79a61,fa6ca9ef-a622-41b7-d613-bcf60a3d6996,femi.hartley@cloudora.io,Femi Hartley,2f544db3-7ccb-60b8-303a-7a5522be6f51,OfficeHome,Browser,81.134.22.14,GB,United Kingdom,London,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,50126,Error validating credentials due to invalid username or password.,notApplied,singleFactorAuthentication,,none,none,
2026-07-27T08:17:26.203Z,bde0703d-d01c-6b37-5710-6aa95e713d39,9767bd01-5cd2-9eb1-d267-8eaa97401621,marcus.upton@cloudora.io,Marcus Upton,3baba00d-7b0c-2702-5e98-cf3aa6f034f8,OfficeHome,Browser,81.134.22.50,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-27T08:18:20.787Z,40090951-b4c2-b043-eb15-d73421b58e48,85661fa8-2003-d072-458e-862b28b8117a,fiona.coleman@cloudora.io,Fiona Coleman,22d265a4-dec5-72c3-5501-c8114f1401cb,Office 365 Exchange Online,Browser,51.148.63.157,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Android 14,Chrome Mobile 127,Mozilla/5.0 (Linux; Android 14) Chrome/127.0.0 Mobile,0,,success,multiFactorAuthentication,PhoneAppOTP,none,none,
2026-07-27T08:19:52.592Z,682d5b11-3440-b9d3-8882-549bec296f8d,9736914e-439f-524d-a679-87bf193f84af,daniel.reeve@cloudora.io,Daniel Reeve,06375a4e-8d15-6b03-39af-3521ca9ba37a,OfficeHome,Mobile Apps and Desktop clients,86.15.108.77,GB,United Kingdom,London,England,5089,Virgin Media,Ios 17.5.1,Mobile Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1) Mobile/15E148,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T08:33:07.114Z,b994230c-b774-a483-5e54-f4d79bb85f65,84526218-316d-2997-1de0-4a3cd23e40f4,owen.alvarez@cloudora.io,Owen Alvarez,8160d8ee-d8b7-053a-cb7b-0adb66e2ac8a,OfficeHome,Browser,51.148.63.155,GB,United Kingdom,Manchester,England,2856,British Telecommunications,Windows 11,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:35:08.334Z,3f0e0dd4-5472-a046-aaa6-2c0c20519fba,1c55312c-08ab-0a68-523c-a55a1a548917,callum.bright@cloudora.io,Callum Bright,8cb2731d-7d9d-4c65-ad53-084986c125d5,SharePoint Online,Browser,81.134.22.232,GB,United Kingdom,London,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,multiFactorAuthentication,PhoneAppNotification,none,none,
2026-07-27T08:40:24.047Z,933ab2ac-d47e-64aa-4c46-c467a1dced1d,f24801f6-16a1-e774-26c8-cf3c2ca7714e,ruby.zielinski@cloudora.io,Ruby Zielinski,b71155fd-d1d7-32b5-9c4b-4adc5915e17d,Microsoft Teams,Browser,86.15.108.201,GB,United Kingdom,London,England,5089,Virgin Media,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:43:11.469Z,9b378686-a4a2-f941-8861-59f799e29037,2ad8ba64-17f0-2de2-1338-2352fa9d0485,dara.rahman@cloudora.io,Dara Rahman,c20037da-17be-37fd-6465-9fe4893059bc,Microsoft Teams,Browser,81.134.22.43,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,multiFactorAuthentication,Fido,none,none,
2026-07-27T08:44:53.167Z,c0464b07-80fe-846c-6b2c-e36340ed6b34,169e92db-5d62-5982-2485-69e59d81f056,daniel.mensah@cloudora.io,Daniel Mensah,c6ac7899-b750-4544-3710-fa8255e4f0e0,SharePoint Online,Browser,81.134.22.120,GB,United Kingdom,London,England,2856,British Telecommunications,Windows 11,Chrome 127.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/127.0.0,0,,success,singleFactorAuthentication,,none,none,
2026-07-27T08:44:58.671Z,2151112b-8303-322f-af5b-ed730861b465,ac5ea2a6-0d8d-51fc-d52b-1d3798db5392,nadia.gill@cloudora.io,Nadia Gill,114f1e84-14eb-404f-a662-b69b23634d07,Office 365 Exchange Online,Browser,92.40.176.62,GB,United Kingdom,Bristol,England,5378,Vodafone UK,Windows 10,Edge 126.0.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/126.0.0,53003,Access has been blocked by Conditional Access policies.,failure,multiFactorAuthentication,,none,none,
2026-07-27T08:47:35.631Z,edb2f73f-b59e-1567-e75e-bb6056618dc3,bf19feb2-31f5-1422-5a3b-39c0994d379e,femi.hartley@cloudora.io,Femi Hartley,2f544db3-7ccb-60b8-303a-7a5522be6f51,SharePoint Online,Browser,51.148.63.24,GB,United Kingdom,Manchester,England,2856,British Telecommunications,MacOs,Safari 17.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/17.5,0,,success,singleFactorAuthentication,,none,none,
